Lake;Experiment;Sampling;Exp_day;Sampling_day;Sampling_month;Enclosure;Treatment;Replicate;Zooplankton_group;Taxa;Biomass
Sva;2;0;1;28;8;16;C;4;Copepods;Copepodite;0
Sva;2;0;1;28;8;16;C;4;Cladocerans;Ceriodaphnia;199.369461753161
Sva;2;0;1;28;8;16;C;4;Cyclopoid copepods;Thermocyclops;0
Sva;2;0;1;28;8;16;C;4;Cladocerans;Daphnia;8.3829313956003
Sva;2;0;1;28;8;16;C;4;Cyclopoid copepods;Mesocyclops;0
Sva;2;0;1;28;8;16;C;4;Cyclopoid copepods;Diacyclops;0
Sva;2;0;1;28;8;16;C;4;Calanoid copepods;Eudiaptomus;0
Sva;2;0;1;28;8;16;C;4;Cladocerans;Chydorus;0
Sva;2;0;1;28;8;16;C;4;Cladocerans;Diaphanosoma;0
Sva;2;0;1;28;8;16;C;4;Cladocerans;Small cladoceran;0
Sva;2;0;1;28;8;16;C;4;Cladocerans;Bosmina;0
Sva;2;0;1;28;8;16;C;4;Cyclopoid copepods;Cyclops;0
Sva;2;0;1;28;8;16;C;4;Cyclopoid copepods;Cyclopoid sp;0
Sva;2;0;1;28;8;16;C;4;Cyclopoid copepods;Microcyclops;0
Sva;2;0;1;28;8;16;C;4;Rotifers;Polyarthra;0.04917248
Sva;2;0;1;28;8;16;C;4;Rotifers;Kellicottia;0
Sva;2;0;1;28;8;16;C;4;Rotifers;Keratella;0
Sva;2;0;1;28;8;16;C;4;Rotifers;Synchaeta;0
Sva;2;0;1;28;8;16;C;4;Rotifers;Monostyla;0
Sva;2;0;1;28;8;16;C;4;Rotifers;Trichocerca;0
Sva;2;0;1;28;8;21;Lake;Lake;Copepods;Nauplii;65.6787589564403
Sva;2;0;1;28;8;21;Lake;Lake;Copepods;Copepodite;0
Sva;2;0;1;28;8;21;Lake;Lake;Cladocerans;Ceriodaphnia;30.6356421504621
Sva;2;0;1;28;8;21;Lake;Lake;Cyclopoid copepods;Thermocyclops;0
Sva;2;0;1;28;8;21;Lake;Lake;Cladocerans;Daphnia;45.3481260403566
Sva;2;0;1;28;8;21;Lake;Lake;Cyclopoid copepods;Mesocyclops;0
Sva;2;0;1;28;8;21;Lake;Lake;Cyclopoid copepods;Diacyclops;0
Sva;2;0;1;28;8;21;Lake;Lake;Calanoid copepods;Eudiaptomus;0
Sva;2;0;1;28;8;21;Lake;Lake;Cladocerans;Chydorus;0
Sva;2;0;1;28;8;21;Lake;Lake;Cladocerans;Diaphanosoma;0
Sva;2;0;1;28;8;21;Lake;Lake;Cladocerans;Small cladoceran;0
Sva;2;0;1;28;8;21;Lake;Lake;Cladocerans;Bosmina;0
Sva;2;0;1;28;8;21;Lake;Lake;Cyclopoid copepods;Cyclops;0
Sva;2;0;1;28;8;21;Lake;Lake;Cyclopoid copepods;Cyclopoid sp;0
Sva;2;0;1;28;8;21;Lake;Lake;Cyclopoid copepods;Microcyclops;0
Sva;2;0;1;28;8;21;Lake;Lake;Rotifers;Polyarthra;0.09834496
Sva;2;0;1;28;8;21;Lake;Lake;Rotifers;Kellicottia;0
Sva;2;0;1;28;8;21;Lake;Lake;Rotifers;Keratella;0
Sva;2;0;1;28;8;21;Lake;Lake;Rotifers;Synchaeta;0
Sva;2;0;1;28;8;21;Lake;Lake;Rotifers;Monostyla;0
Sva;2;0;1;28;8;21;Lake;Lake;Rotifers;Trichocerca;0
Sko;2;6;28;25;9;1;C;1;Copepods;Nauplii;9.05913916640556
Sko;2;6;28;25;9;1;C;1;Copepods;Copepodite;0
Sko;2;6;28;25;9;1;C;1;Cladocerans;Ceriodaphnia;283.150328591076
Sko;2;6;28;25;9;1;C;1;Cyclopoid copepods;Thermocyclops;621.37918862663
Sko;2;6;28;25;9;1;C;1;Cladocerans;Daphnia;97.4759647352147
Sko;2;6;28;25;9;1;C;1;Cyclopoid copepods;Mesocyclops;0
Sko;2;6;28;25;9;1;C;1;Cyclopoid copepods;Diacyclops;0
Sko;2;6;28;25;9;1;C;1;Calanoid copepods;Eudiaptomus;0
Sko;2;6;28;25;9;1;C;1;Cladocerans;Chydorus;0
Sko;2;6;28;25;9;1;C;1;Cladocerans;Diaphanosoma;0
Sko;2;6;28;25;9;1;C;1;Cladocerans;Small cladoceran;0
Sko;2;6;28;25;9;1;C;1;Cladocerans;Bosmina;0
Sko;2;6;28;25;9;1;C;1;Cyclopoid copepods;Cyclops;0
Sko;2;6;28;25;9;1;C;1;Cyclopoid copepods;Cyclopoid sp;0
Sko;2;6;28;25;9;1;C;1;Cyclopoid copepods;Microcyclops;0
Sko;2;6;28;25;9;1;C;1;Rotifers;Polyarthra;0.04917248
Sko;2;6;28;25;9;1;C;1;Rotifers;Kellicottia;0.04102893
Sko;2;6;28;25;9;1;C;1;Rotifers;Keratella;0
Sko;2;6;28;25;9;1;C;1;Rotifers;Synchaeta;0
Sko;2;6;28;25;9;2;F;1;Copepods;Nauplii;0
Sko;2;6;28;25;9;2;F;1;Copepods;Copepodite;0
Sko;2;6;28;25;9;2;F;1;Cladocerans;Ceriodaphnia;0
Sko;2;6;28;25;9;2;F;1;Cyclopoid copepods;Thermocyclops;66.2683168492738
Sko;2;6;28;25;9;2;F;1;Cladocerans;Daphnia;0
Sko;2;6;28;25;9;2;F;1;Cyclopoid copepods;Mesocyclops;0
Sko;2;6;28;25;9;2;F;1;Cyclopoid copepods;Diacyclops;0
Sko;2;6;28;25;9;2;F;1;Calanoid copepods;Eudiaptomus;0
Sko;2;6;28;25;9;2;F;1;Cladocerans;Chydorus;0
Sko;2;6;28;25;9;2;F;1;Cladocerans;Diaphanosoma;0
Sko;2;6;28;25;9;2;F;1;Cladocerans;Small cladoceran;0
Sko;2;6;28;25;9;2;F;1;Cladocerans;Bosmina;420.66608089824
Sko;2;6;28;25;9;2;F;1;Cyclopoid copepods;Cyclops;0
Sko;2;6;28;25;9;2;F;1;Cyclopoid copepods;Cyclopoid sp;0
Sko;2;6;28;25;9;2;F;1;Cyclopoid copepods;Microcyclops;0
Sko;2;6;28;25;9;2;F;1;Rotifers;Polyarthra;0.29503488
Sko;2;6;28;25;9;2;F;1;Rotifers;Kellicottia;0.08205786
Sko;2;6;28;25;9;2;F;1;Rotifers;Keratella;0.36390288
Sko;2;6;28;25;9;2;F;1;Rotifers;Synchaeta;0
Sko;2;6;28;25;9;3;S;1;Copepods;Nauplii;0
Sko;2;6;28;25;9;3;S;1;Copepods;Copepodite;0
Sko;2;6;28;25;9;3;S;1;Cladocerans;Ceriodaphnia;325.272359172808
Sko;2;6;28;25;9;3;S;1;Cyclopoid copepods;Thermocyclops;0
Sko;2;6;28;25;9;3;S;1;Cladocerans;Daphnia;0
Sko;2;6;28;25;9;3;S;1;Cyclopoid copepods;Mesocyclops;0
Sko;2;6;28;25;9;3;S;1;Cyclopoid copepods;Diacyclops;0
Sko;2;6;28;25;9;3;S;1;Calanoid copepods;Eudiaptomus;0
Sko;2;6;28;25;9;3;S;1;Cladocerans;Chydorus;0
Sko;2;6;28;25;9;3;S;1;Cladocerans;Diaphanosoma;0
Sko;2;6;28;25;9;3;S;1;Cladocerans;Small cladoceran;0
Sko;2;6;28;25;9;3;S;1;Cladocerans;Bosmina;901.47197432935
Sko;2;6;28;25;9;3;S;1;Cyclopoid copepods;Cyclops;0
Sko;2;6;28;25;9;3;S;1;Cyclopoid copepods;Cyclopoid sp;0
Sko;2;6;28;25;9;3;S;1;Cyclopoid copepods;Microcyclops;0
Sko;2;6;28;25;9;3;S;1;Rotifers;Polyarthra;0.04917248
Sko;2;6;28;25;9;3;S;1;Rotifers;Kellicottia;0
Sko;2;6;28;25;9;3;S;1;Rotifers;Keratella;0
Sko;2;6;28;25;9;3;S;1;Rotifers;Synchaeta;0
Sko;2;6;28;25;9;4;FS;1;Copepods;Nauplii;1.1323923958007
Sko;2;6;28;25;9;4;FS;1;Copepods;Copepodite;0
Sko;2;6;28;25;9;4;FS;1;Cladocerans;Ceriodaphnia;5.57399347969346
Sko;2;6;28;25;9;4;FS;1;Cyclopoid copepods;Thermocyclops;0
Sko;2;6;28;25;9;4;FS;1;Cladocerans;Daphnia;0
Sko;2;6;28;25;9;4;FS;1;Cyclopoid copepods;Mesocyclops;0
Sko;2;6;28;25;9;4;FS;1;Cyclopoid copepods;Diacyclops;0
Sko;2;6;28;25;9;4;FS;1;Calanoid copepods;Eudiaptomus;36.0578999498386
Sko;2;6;28;25;9;4;FS;1;Cladocerans;Chydorus;0
Sko;2;6;28;25;9;4;FS;1;Cladocerans;Diaphanosoma;0
Sko;2;6;28;25;9;4;FS;1;Cladocerans;Small cladoceran;0
Sko;2;6;28;25;9;4;FS;1;Cladocerans;Bosmina;189.514789869337
Sko;2;6;28;25;9;4;FS;1;Cyclopoid copepods;Cyclops;0
Sko;2;6;28;25;9;4;FS;1;Cyclopoid copepods;Cyclopoid sp;0
Sko;2;6;28;25;9;4;FS;1;Cyclopoid copepods;Microcyclops;0
Sko;2;6;28;25;9;4;FS;1;Rotifers;Polyarthra;0.14751744
Sko;2;6;28;25;9;4;FS;1;Rotifers;Kellicottia;0.08205786
Sko;2;6;28;25;9;4;FS;1;Rotifers;Keratella;0
Sko;2;6;28;25;9;4;FS;1;Rotifers;Synchaeta;0
Sko;2;6;28;25;9;4;FS;1;Rotifers;Monostyla;1.53293162
Sko;2;6;28;25;9;5;S;2;Copepods;Nauplii;2.26478479160139
Sko;2;6;28;25;9;5;S;2;Copepods;Copepodite;0
Sko;2;6;28;25;9;5;S;2;Cladocerans;Ceriodaphnia;154.316783379821
Sko;2;6;28;25;9;5;S;2;Cyclopoid copepods;Thermocyclops;0
Sko;2;6;28;25;9;5;S;2;Cladocerans;Daphnia;0
Sko;2;6;28;25;9;5;S;2;Cyclopoid copepods;Mesocyclops;0
Sko;2;6;28;25;9;5;S;2;Cyclopoid copepods;Diacyclops;0
Sko;2;6;28;25;9;5;S;2;Calanoid copepods;Eudiaptomus;0
Sko;2;6;28;25;9;5;S;2;Cladocerans;Chydorus;39.8556307242539
Sko;2;6;28;25;9;5;S;2;Cladocerans;Diaphanosoma;0
Sko;2;6;28;25;9;5;S;2;Cladocerans;Small cladoceran;0
Sko;2;6;28;25;9;5;S;2;Cladocerans;Bosmina;0
Sko;2;6;28;25;9;5;S;2;Cyclopoid copepods;Cyclops;0
Sko;2;6;28;25;9;5;S;2;Cyclopoid copepods;Cyclopoid sp;0
Sko;2;6;28;25;9;5;S;2;Cyclopoid copepods;Microcyclops;0
Sko;2;6;28;25;9;5;S;2;Rotifers;Polyarthra;0.09834496
Sko;2;6;28;25;9;5;S;2;Rotifers;Kellicottia;0
Sko;2;6;28;25;9;5;S;2;Rotifers;Keratella;0
Sko;2;6;28;25;9;5;S;2;Rotifers;Synchaeta;0
Sko;2;6;28;25;9;5;S;2;Rotifers;Monostyla;0
Sko;2;6;28;25;9;6;FS;2;Copepods;Nauplii;5.66196197900348
Sko;2;6;28;25;9;6;FS;2;Copepods;Copepodite;15.6605245005038
Sko;2;6;28;25;9;6;FS;2;Cladocerans;Ceriodaphnia;0
Sko;2;6;28;25;9;6;FS;2;Cyclopoid copepods;Thermocyclops;24.6338959855561
Sko;2;6;28;25;9;6;FS;2;Cladocerans;Daphnia;0
Sko;2;6;28;25;9;6;FS;2;Cyclopoid copepods;Mesocyclops;0
Sko;2;6;28;25;9;6;FS;2;Cyclopoid copepods;Diacyclops;0
Sko;2;6;28;25;9;6;FS;2;Calanoid copepods;Eudiaptomus;64.7656338154928
Sko;2;6;28;25;9;6;FS;2;Cladocerans;Chydorus;0
Sko;2;6;28;25;9;6;FS;2;Cladocerans;Diaphanosoma;0
Sko;2;6;28;25;9;6;FS;2;Cladocerans;Small cladoceran;0
Sko;2;6;28;25;9;6;FS;2;Cladocerans;Bosmina;177.863333622965
Sko;2;6;28;25;9;6;FS;2;Cyclopoid copepods;Cyclops;0
Sko;2;6;28;25;9;6;FS;2;Cyclopoid copepods;Cyclopoid sp;0
Sko;2;6;28;25;9;6;FS;2;Cyclopoid copepods;Microcyclops;0
Sko;2;6;28;25;9;6;FS;2;Rotifers;Polyarthra;0.19668992
Sko;2;6;28;25;9;6;FS;2;Rotifers;Kellicottia;0.20514465
Sko;2;6;28;25;9;6;FS;2;Rotifers;Keratella;0.24260192
Sko;2;6;28;25;9;6;FS;2;Rotifers;Synchaeta;0
Sko;2;6;28;25;9;6;FS;2;Rotifers;Monostyla;0
Sko;2;6;28;25;9;7;C;2;Copepods;Nauplii;2.26478479160139
Sko;2;6;28;25;9;7;C;2;Copepods;Copepodite;0
Sko;2;6;28;25;9;7;C;2;Cladocerans;Ceriodaphnia;166.944367243124
Sko;2;6;28;25;9;7;C;2;Cyclopoid copepods;Thermocyclops;0
Sko;2;6;28;25;9;7;C;2;Cladocerans;Daphnia;0
Sko;2;6;28;25;9;7;C;2;Cyclopoid copepods;Mesocyclops;0
Sko;2;6;28;25;9;7;C;2;Cyclopoid copepods;Diacyclops;0
Sko;2;6;28;25;9;7;C;2;Calanoid copepods;Eudiaptomus;0
Sko;2;6;28;25;9;7;C;2;Cladocerans;Chydorus;0
Sko;2;6;28;25;9;7;C;2;Cladocerans;Diaphanosoma;0
Sko;2;6;28;25;9;7;C;2;Cladocerans;Small cladoceran;0
Sko;2;6;28;25;9;7;C;2;Cladocerans;Bosmina;1165.0687560113
Sko;2;6;28;25;9;7;C;2;Cyclopoid copepods;Cyclops;0
Sko;2;6;28;25;9;7;C;2;Cyclopoid copepods;Cyclopoid sp;0
Sko;2;6;28;25;9;7;C;2;Cyclopoid copepods;Microcyclops;0
Sko;2;6;28;25;9;7;C;2;Rotifers;Polyarthra;0.09834496
Sko;2;6;28;25;9;7;C;2;Rotifers;Kellicottia;0.61543395
Sko;2;6;28;25;9;7;C;2;Rotifers;Keratella;0.48520384
Sko;2;6;28;25;9;7;C;2;Rotifers;Synchaeta;0
Sko;2;6;28;25;9;7;C;2;Rotifers;Monostyla;0
Sko;2;6;28;25;9;8;F;2;Copepods;Nauplii;1.1323923958007
Sko;2;6;28;25;9;8;F;2;Copepods;Copepodite;0
Sko;2;6;28;25;9;8;F;2;Cladocerans;Ceriodaphnia;0
Sko;2;6;28;25;9;8;F;2;Cyclopoid copepods;Thermocyclops;271.206125959641
Sko;2;6;28;25;9;8;F;2;Cladocerans;Daphnia;0
Sko;2;6;28;25;9;8;F;2;Cyclopoid copepods;Mesocyclops;0
Sko;2;6;28;25;9;8;F;2;Cyclopoid copepods;Diacyclops;0
Sko;2;6;28;25;9;8;F;2;Calanoid copepods;Eudiaptomus;0
Sko;2;6;28;25;9;8;F;2;Cladocerans;Chydorus;0
Sko;2;6;28;25;9;8;F;2;Cladocerans;Diaphanosoma;0
Sko;2;6;28;25;9;8;F;2;Cladocerans;Small cladoceran;0
Sko;2;6;28;25;9;8;F;2;Cladocerans;Bosmina;999.259801129231
Sko;2;6;28;25;9;8;F;2;Cyclopoid copepods;Cyclops;0
Sko;2;6;28;25;9;8;F;2;Cyclopoid copepods;Cyclopoid sp;0
Sko;2;6;28;25;9;8;F;2;Cyclopoid copepods;Microcyclops;0
Sko;2;6;28;25;9;8;F;2;Rotifers;Polyarthra;0.4917248
Sko;2;6;28;25;9;8;F;2;Rotifers;Kellicottia;0
Sko;2;6;28;25;9;8;F;2;Rotifers;Keratella;0.24260192
Sko;2;6;28;25;9;8;F;2;Rotifers;Synchaeta;0
Sko;2;6;28;25;9;8;F;2;Rotifers;Monostyla;0
Sko;2;6;28;25;9;9;FS;3;Copepods;Nauplii;1.1323923958007
Sko;2;6;28;25;9;9;FS;3;Copepods;Copepodite;0
Sko;2;6;28;25;9;9;FS;3;Cladocerans;Ceriodaphnia;38.1856975012398
Sko;2;6;28;25;9;9;FS;3;Cyclopoid copepods;Thermocyclops;0
Sko;2;6;28;25;9;9;FS;3;Cladocerans;Daphnia;0
Sko;2;6;28;25;9;9;FS;3;Cyclopoid copepods;Mesocyclops;0
Sko;2;6;28;25;9;9;FS;3;Cyclopoid copepods;Diacyclops;0
Sko;2;6;28;25;9;9;FS;3;Calanoid copepods;Eudiaptomus;0
Sko;2;6;28;25;9;9;FS;3;Cladocerans;Chydorus;0
Sko;2;6;28;25;9;9;FS;3;Cladocerans;Diaphanosoma;0
Sko;2;6;28;25;9;9;FS;3;Cladocerans;Small cladoceran;0
Sko;2;6;28;25;9;9;FS;3;Cladocerans;Bosmina;18.7597626925277
Sko;2;6;28;25;9;9;FS;3;Cyclopoid copepods;Cyclops;0
Sko;2;6;28;25;9;9;FS;3;Cyclopoid copepods;Cyclopoid sp;0
Sko;2;6;28;25;9;9;FS;3;Cyclopoid copepods;Microcyclops;0
Sko;2;6;28;25;9;9;FS;3;Rotifers;Polyarthra;0.34420736
Sko;2;6;28;25;9;9;FS;3;Rotifers;Kellicottia;0.08205786
Sko;2;6;28;25;9;9;FS;3;Rotifers;Keratella;0.12130096
Sko;2;6;28;25;9;9;FS;3;Rotifers;Synchaeta;0
Sko;2;6;28;25;9;9;FS;3;Rotifers;Monostyla;0
Sko;2;6;28;25;9;10;C;3;Copepods;Nauplii;4.52956958320278
Sko;2;6;28;25;9;10;C;3;Copepods;Copepodite;0
Sko;2;6;28;25;9;10;C;3;Cladocerans;Ceriodaphnia;204.304683247869
Sko;2;6;28;25;9;10;C;3;Cyclopoid copepods;Thermocyclops;512.50039754003
Sko;2;6;28;25;9;10;C;3;Cladocerans;Daphnia;0
Sko;2;6;28;25;9;10;C;3;Cyclopoid copepods;Mesocyclops;0
Sko;2;6;28;25;9;10;C;3;Cyclopoid copepods;Diacyclops;0
Sko;2;6;28;25;9;10;C;3;Calanoid copepods;Eudiaptomus;0
Sko;2;6;28;25;9;10;C;3;Cladocerans;Chydorus;0
Sko;2;6;28;25;9;10;C;3;Cladocerans;Diaphanosoma;0
Sko;2;6;28;25;9;10;C;3;Cladocerans;Small cladoceran;0
Sko;2;6;28;25;9;10;C;3;Cladocerans;Bosmina;1059.26216803543
Sko;2;6;28;25;9;10;C;3;Cyclopoid copepods;Cyclops;0
Sko;2;6;28;25;9;10;C;3;Cyclopoid copepods;Cyclopoid sp;0
Sko;2;6;28;25;9;10;C;3;Cyclopoid copepods;Microcyclops;0
Sko;2;6;28;25;9;10;C;3;Rotifers;Polyarthra;0.04917248
Sko;2;6;28;25;9;10;C;3;Rotifers;Kellicottia;0.24617358
Sko;2;6;28;25;9;10;C;3;Rotifers;Keratella;0.12130096
Sko;2;6;28;25;9;10;C;3;Rotifers;Synchaeta;0
Sko;2;6;28;25;9;10;C;3;Rotifers;Monostyla;0
Sko;2;6;28;25;9;11;F;3;Copepods;Nauplii;0
Sko;2;6;28;25;9;11;F;3;Copepods;Copepodite;0
Sko;2;6;28;25;9;11;F;3;Cladocerans;Ceriodaphnia;0
Sko;2;6;28;25;9;11;F;3;Cyclopoid copepods;Thermocyclops;0
Sko;2;6;28;25;9;11;F;3;Cladocerans;Daphnia;0
Sko;2;6;28;25;9;11;F;3;Cyclopoid copepods;Mesocyclops;0
Sko;2;6;28;25;9;11;F;3;Cyclopoid copepods;Diacyclops;0
Sko;2;6;28;25;9;11;F;3;Calanoid copepods;Eudiaptomus;204.322380252472
Sko;2;6;28;25;9;11;F;3;Cladocerans;Chydorus;0
Sko;2;6;28;25;9;11;F;3;Cladocerans;Diaphanosoma;0
Sko;2;6;28;25;9;11;F;3;Cladocerans;Small cladoceran;0
Sko;2;6;28;25;9;11;F;3;Cladocerans;Bosmina;360.831837308851
Sko;2;6;28;25;9;11;F;3;Cyclopoid copepods;Cyclops;0
Sko;2;6;28;25;9;11;F;3;Cyclopoid copepods;Cyclopoid sp;0
Sko;2;6;28;25;9;11;F;3;Cyclopoid copepods;Microcyclops;0
Sko;2;6;28;25;9;11;F;3;Cladocerans;Polyphemus;324.576985530677
Sko;2;6;28;25;9;11;F;3;Rotifers;Polyarthra;0.19668992
Sko;2;6;28;25;9;11;F;3;Rotifers;Kellicottia;0
Sko;2;6;28;25;9;11;F;3;Rotifers;Keratella;0
Sko;2;6;28;25;9;11;F;3;Rotifers;Synchaeta;0
Sko;2;6;28;25;9;11;F;3;Rotifers;Monostyla;0
Sko;2;6;28;25;9;12;S;3;Copepods;Nauplii;5.66196197900348
Sko;2;6;28;25;9;12;S;3;Copepods;Copepodite;0
Sko;2;6;28;25;9;12;S;3;Cladocerans;Ceriodaphnia;59.2639078344671
Sko;2;6;28;25;9;12;S;3;Cyclopoid copepods;Thermocyclops;70.2523081876784
Sko;2;6;28;25;9;12;S;3;Cladocerans;Daphnia;0
Sko;2;6;28;25;9;12;S;3;Cyclopoid copepods;Mesocyclops;0
Sko;2;6;28;25;9;12;S;3;Cyclopoid copepods;Diacyclops;0
Sko;2;6;28;25;9;12;S;3;Calanoid copepods;Eudiaptomus;0
Sko;2;6;28;25;9;12;S;3;Cladocerans;Chydorus;0
Sko;2;6;28;25;9;12;S;3;Cladocerans;Diaphanosoma;0
Sko;2;6;28;25;9;12;S;3;Cladocerans;Small cladoceran;0
Sko;2;6;28;25;9;12;S;3;Cladocerans;Bosmina;32.8607877815948
Sko;2;6;28;25;9;12;S;3;Cyclopoid copepods;Cyclops;0
Sko;2;6;28;25;9;12;S;3;Cyclopoid copepods;Cyclopoid sp;0
Sko;2;6;28;25;9;12;S;3;Cyclopoid copepods;Microcyclops;0
Sko;2;6;28;25;9;12;S;3;Cladocerans;Polyphemus;0
Sko;2;6;28;25;9;12;S;3;Rotifers;Polyarthra;0.04917248
Sko;2;6;28;25;9;12;S;3;Rotifers;Kellicottia;0.04102893
Sko;2;6;28;25;9;12;S;3;Rotifers;Keratella;0
Sko;2;6;28;25;9;12;S;3;Rotifers;Synchaeta;0
Sko;2;6;28;25;9;12;S;3;Rotifers;Monostyla;0
Sko;2;6;28;25;9;13;F;4;Copepods;Nauplii;5.66196197900348
Sko;2;6;28;25;9;13;F;4;Copepods;Copepodite;0
Sko;2;6;28;25;9;13;F;4;Cladocerans;Ceriodaphnia;0
Sko;2;6;28;25;9;13;F;4;Cyclopoid copepods;Thermocyclops;0
Sko;2;6;28;25;9;13;F;4;Cladocerans;Daphnia;0
Sko;2;6;28;25;9;13;F;4;Cyclopoid copepods;Mesocyclops;0
Sko;2;6;28;25;9;13;F;4;Cyclopoid copepods;Diacyclops;0
Sko;2;6;28;25;9;13;F;4;Calanoid copepods;Eudiaptomus;58.3186314525728
Sko;2;6;28;25;9;13;F;4;Cladocerans;Chydorus;0
Sko;2;6;28;25;9;13;F;4;Cladocerans;Diaphanosoma;0
Sko;2;6;28;25;9;13;F;4;Cladocerans;Small cladoceran;0
Sko;2;6;28;25;9;13;F;4;Cladocerans;Bosmina;574.532831146716
Sko;2;6;28;25;9;13;F;4;Cyclopoid copepods;Cyclops;0
Sko;2;6;28;25;9;13;F;4;Cyclopoid copepods;Cyclopoid sp;0
Sko;2;6;28;25;9;13;F;4;Cyclopoid copepods;Microcyclops;0
Sko;2;6;28;25;9;13;F;4;Cladocerans;Polyphemus;0
Sko;2;6;28;25;9;13;F;4;Rotifers;Polyarthra;0.39337984
Sko;2;6;28;25;9;13;F;4;Rotifers;Kellicottia;0.08205786
Sko;2;6;28;25;9;13;F;4;Rotifers;Keratella;0.36390288
Sko;2;6;28;25;9;13;F;4;Rotifers;Synchaeta;0
Sko;2;6;28;25;9;13;F;4;Rotifers;Monostyla;0
Sko;2;6;28;25;9;14;S;4;Copepods;Nauplii;5.66196197900348
Sko;2;6;28;25;9;14;S;4;Copepods;Copepodite;0
Sko;2;6;28;25;9;14;S;4;Cladocerans;Ceriodaphnia;78.4499570636424
Sko;2;6;28;25;9;14;S;4;Cyclopoid copepods;Thermocyclops;416.627082207552
Sko;2;6;28;25;9;14;S;4;Cladocerans;Daphnia;0
Sko;2;6;28;25;9;14;S;4;Cyclopoid copepods;Mesocyclops;0
Sko;2;6;28;25;9;14;S;4;Cyclopoid copepods;Diacyclops;0
Sko;2;6;28;25;9;14;S;4;Calanoid copepods;Eudiaptomus;0
Sko;2;6;28;25;9;14;S;4;Cladocerans;Chydorus;0
Sko;2;6;28;25;9;14;S;4;Cladocerans;Diaphanosoma;0
Sko;2;6;28;25;9;14;S;4;Cladocerans;Small cladoceran;0
Sko;2;6;28;25;9;14;S;4;Cladocerans;Bosmina;736.878712447951
Sko;2;6;28;25;9;14;S;4;Cyclopoid copepods;Cyclops;0
Sko;2;6;28;25;9;14;S;4;Cyclopoid copepods;Cyclopoid sp;0
Sko;2;6;28;25;9;14;S;4;Cyclopoid copepods;Microcyclops;0
Sko;2;6;28;25;9;14;S;4;Cladocerans;Polyphemus;0
Sko;2;6;28;25;9;14;S;4;Rotifers;Polyarthra;0.2458624
Sko;2;6;28;25;9;14;S;4;Rotifers;Kellicottia;0.12308679
Sko;2;6;28;25;9;14;S;4;Rotifers;Keratella;0
Sko;2;6;28;25;9;14;S;4;Rotifers;Synchaeta;0
Sko;2;6;28;25;9;14;S;4;Rotifers;Monostyla;0
Sko;2;6;28;25;9;15;FS;4;Copepods;Nauplii;2.26478479160139
Sko;2;6;28;25;9;15;FS;4;Copepods;Copepodite;0
Sko;2;6;28;25;9;15;FS;4;Cladocerans;Ceriodaphnia;32.8197294235676
Sko;2;6;28;25;9;15;FS;4;Cyclopoid copepods;Thermocyclops;0
Sko;2;6;28;25;9;15;FS;4;Cladocerans;Daphnia;0
Sko;2;6;28;25;9;15;FS;4;Cyclopoid copepods;Mesocyclops;0
Sko;2;6;28;25;9;15;FS;4;Cyclopoid copepods;Diacyclops;0
Sko;2;6;28;25;9;15;FS;4;Calanoid copepods;Eudiaptomus;171.271520310844
Sko;2;6;28;25;9;15;FS;4;Cladocerans;Chydorus;0
Sko;2;6;28;25;9;15;FS;4;Cladocerans;Diaphanosoma;0
Sko;2;6;28;25;9;15;FS;4;Cladocerans;Small cladoceran;0
Sko;2;6;28;25;9;15;FS;4;Cladocerans;Bosmina;1036.7717742827
Sko;2;6;28;25;9;15;FS;4;Cyclopoid copepods;Cyclops;0
Sko;2;6;28;25;9;15;FS;4;Cyclopoid copepods;Cyclopoid sp;0
Sko;2;6;28;25;9;15;FS;4;Cyclopoid copepods;Microcyclops;0
Sko;2;6;28;25;9;15;FS;4;Cladocerans;Polyphemus;0
Sko;2;6;28;25;9;15;FS;4;Rotifers;Polyarthra;0.14751744
Sko;2;6;28;25;9;15;FS;4;Rotifers;Kellicottia;0.04102893
Sko;2;6;28;25;9;15;FS;4;Rotifers;Keratella;0
Sko;2;6;28;25;9;15;FS;4;Rotifers;Synchaeta;0
Sko;2;6;28;25;9;15;FS;4;Rotifers;Monostyla;0
Sko;2;6;28;25;9;16;C;4;Copepods;Nauplii;4.52956958320278
Sko;2;6;28;25;9;16;C;4;Copepods;Copepodite;0
Sko;2;6;28;25;9;16;C;4;Cladocerans;Ceriodaphnia;527.386413026
Sko;2;6;28;25;9;16;C;4;Cyclopoid copepods;Thermocyclops;475.246244370056
Sko;2;6;28;25;9;16;C;4;Cladocerans;Daphnia;0
Sko;2;6;28;25;9;16;C;4;Cyclopoid copepods;Mesocyclops;0
Sko;2;6;28;25;9;16;C;4;Cyclopoid copepods;Diacyclops;0
Sko;2;6;28;25;9;16;C;4;Calanoid copepods;Eudiaptomus;126.986901744042
Sko;2;6;28;25;9;16;C;4;Cladocerans;Chydorus;0
Sko;2;6;28;25;9;16;C;4;Cladocerans;Diaphanosoma;0
Sko;2;6;28;25;9;16;C;4;Cladocerans;Small cladoceran;0
Sko;2;6;28;25;9;16;C;4;Cladocerans;Bosmina;1029.00459119357
Sko;2;6;28;25;9;16;C;4;Cyclopoid copepods;Cyclops;0
Sko;2;6;28;25;9;16;C;4;Cyclopoid copepods;Cyclopoid sp;0
Sko;2;6;28;25;9;16;C;4;Cyclopoid copepods;Microcyclops;0
