Lake;Experiment;Sampling;Exp_day;Sampling_day;Sampling_month;Enclosure;Treatment;Replicate;Zooplankton_group;Taxa;Counts;Chamber;Volume_counted;Magnification;Mean_lenght;Abundance;Biomass;Clean_Biomass
Sko;2;1;4;31;8;2;F;1;Calanoid copepods;Eurytemora;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;2;F;1;Rotifers;Polyarthra;7;10;10;40;0,056;700;0,34420736;0.34420736
Sko;2;1;4;31;8;2;F;1;Rotifers;Kellicottia;6;10;10;40;0,111;600;0,24617358;0.24617358
Sko;2;1;4;31;8;2;F;1;Rotifers;Keratella;4;10;10;40;0,082;400;0,48520384;0.48520384
Sko;2;1;4;31;8;2;F;1;Rotifers;Synchaeta;;10;10;40;;;;0
Sko;2;1;4;31;8;2;F;1;Rotifers;Monostyla;;10;10;40;;;;0
Sko;2;1;4;31;8;2;F;1;Rotifers;Trichocerca;;10;10;40;;;;0
Sko;2;1;4;31;8;3;S;1;Copepods;Nauplii;5;10;10;40;0,152;10;5,661961979;5.66196197900348
Sko;2;1;4;31;8;3;S;1;Copepods;Copepodite;1;10;10;40;0,373;2;15,6605245;15.6605245005038
Sko;2;1;4;31;8;3;S;1;Cladocerans;Ceriodaphnia;1;10;10;40;0,646;2;60,09040494;60.0904049373871
Sko;2;1;4;31;8;3;S;1;Cyclopoid copepods;Thermocyclops;25;10;10;40;0,639;50;1199,627198;1199.62719823488
Sko;2;1;4;31;8;3;S;1;Cladocerans;Daphnia;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;3;S;1;Cyclopoid copepods;Mesocyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;3;S;1;Cyclopoid copepods;Diacyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;3;S;1;Calanoid copepods;Eudiaptomus;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;3;S;1;Cladocerans;Chydorus;;10;10;40;;;;0
Sko;2;1;4;31;8;3;S;1;Cladocerans;Diaphanosoma;;10;10;40;;;;0
Sko;2;1;4;31;8;3;S;1;Cladocerans;Small cladoceran;;10;10;40;;;;0
Sko;2;1;4;31;8;3;S;1;Cladocerans;Bosmina;15;10;10;40;0,244;30;127,1029298;127.102929768558
Sko;2;1;4;31;8;3;S;1;Cyclopoid copepods;Cyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;3;S;1;Cyclopoid copepods;Cyclopoid sp;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;3;S;1;Cyclopoid copepods;Microcyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;3;S;1;Cladocerans;Polyphemus;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;3;S;1;Calanoid copepods;Eurytemora;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;3;S;1;Rotifers;Polyarthra;4;10;10;40;0,056;400;0,19668992;0.19668992
Sko;2;1;4;31;8;3;S;1;Rotifers;Kellicottia;4;10;10;40;0,111;400;0,16411572;0.16411572
Sko;2;1;4;31;8;3;S;1;Rotifers;Keratella;3;10;10;40;0,082;300;0,36390288;0.36390288
Sko;2;1;4;31;8;3;S;1;Rotifers;Synchaeta;;10;10;40;;;;0
Sko;2;1;4;31;8;3;S;1;Rotifers;Monostyla;;10;10;40;;;;0
Sko;2;1;4;31;8;3;S;1;Rotifers;Trichocerca;;10;10;40;;;;0
Sko;2;1;4;31;8;4;FS;1;Copepods;Nauplii;6;10;10;40;0,152;12;6,794354375;6.79435437480417
Sko;2;1;4;31;8;4;FS;1;Copepods;Copepodite;1;10;10;40;0,373;2;15,6605245;15.6605245005038
Sko;2;1;4;31;8;4;FS;1;Cladocerans;Ceriodaphnia;5;10;10;40;0,425;10;74,20233148;74.2023314752542
Sko;2;1;4;31;8;4;FS;1;Cyclopoid copepods;Thermocyclops;3;10;10;40;0,571;6;109,8884759;109.88847587809
Sko;2;1;4;31;8;4;FS;1;Cladocerans;Daphnia;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;4;FS;1;Cyclopoid copepods;Mesocyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;4;FS;1;Cyclopoid copepods;Diacyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;4;FS;1;Calanoid copepods;Eudiaptomus;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;4;FS;1;Cladocerans;Chydorus;;10;10;40;;;;0
Sko;2;1;4;31;8;4;FS;1;Cladocerans;Diaphanosoma;;10;10;40;;;;0
Sko;2;1;4;31;8;4;FS;1;Cladocerans;Small cladoceran;;10;10;40;;;;0
Sko;2;1;4;31;8;4;FS;1;Cladocerans;Bosmina;4;10;10;40;0,232;8;29,83407895;29.8340789537896
Sko;2;1;4;31;8;4;FS;1;Cyclopoid copepods;Cyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;4;FS;1;Cyclopoid copepods;Cyclopoid sp;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;4;FS;1;Cyclopoid copepods;Microcyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;4;FS;1;Cladocerans;Polyphemus;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;4;FS;1;Calanoid copepods;Eurytemora;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;4;FS;1;Rotifers;Polyarthra;8;10;10;40;0,056;800;0,39337984;0.39337984
Sko;2;1;4;31;8;4;FS;1;Rotifers;Kellicottia;;10;10;40;;;;0
Sko;2;1;4;31;8;4;FS;1;Rotifers;Keratella;1;10;10;40;0,082;100;0,12130096;0.12130096
Sko;2;1;4;31;8;4;FS;1;Rotifers;Synchaeta;;10;10;40;;;;0
Sko;2;1;4;31;8;4;FS;1;Rotifers;Monostyla;;10;10;40;;;;0
Sko;2;1;4;31;8;4;FS;1;Rotifers;Trichocerca;;10;10;40;;;;0
Sko;2;1;4;31;8;5;S;2;Copepods;Nauplii;3;10;10;40;0,152;6;3,397177187;3.39717718740209
Sko;2;1;4;31;8;5;S;2;Copepods;Copepodite;2;10;10;40;0,373;4;31,321049;31.3210490010076
Sko;2;1;4;31;8;5;S;2;Cladocerans;Ceriodaphnia;8;10;10;40;0,325;16;48,46284807;48.4628480686917
Sko;2;1;4;31;8;5;S;2;Cyclopoid copepods;Thermocyclops;11;10;10;40;0,628;22;506,2908347;506.290834707742
Sko;2;1;4;31;8;5;S;2;Cladocerans;Daphnia;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;5;S;2;Cyclopoid copepods;Mesocyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;5;S;2;Cyclopoid copepods;Diacyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;5;S;2;Calanoid copepods;Eudiaptomus;1;10;10;40;1,145;2;176,2595691;176.259569110947
Sko;2;1;4;31;8;5;S;2;Cladocerans;Chydorus;;10;10;40;;;;0
Sko;2;1;4;31;8;5;S;2;Cladocerans;Diaphanosoma;;10;10;40;;;;0
Sko;2;1;4;31;8;5;S;2;Cladocerans;Small cladoceran;;10;10;40;;;;0
Sko;2;1;4;31;8;5;S;2;Cladocerans;Bosmina;6;10;10;40;0,268;12;64,46148719;64.4614871907309
Sko;2;1;4;31;8;5;S;2;Cyclopoid copepods;Cyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;5;S;2;Cyclopoid copepods;Cyclopoid sp;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;5;S;2;Cyclopoid copepods;Microcyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;5;S;2;Cladocerans;Polyphemus;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;5;S;2;Calanoid copepods;Eurytemora;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;5;S;2;Rotifers;Polyarthra;6;10;10;40;0,056;600;0,29503488;0.29503488
Sko;2;1;4;31;8;5;S;2;Rotifers;Kellicottia;2;10;10;40;0,111;200;0,08205786;0.08205786
Sko;2;1;4;31;8;5;S;2;Rotifers;Keratella;11;10;10;40;0,082;1100;1,33431056;1.33431056
Sko;2;1;4;31;8;5;S;2;Rotifers;Synchaeta;;10;10;40;;;;0
Sko;2;1;4;31;8;5;S;2;Rotifers;Monostyla;;10;10;40;;;;0
Sko;2;1;4;31;8;5;S;2;Rotifers;Trichocerca;;10;10;40;;;;0
Sko;2;1;4;31;8;6;FS;2;Copepods;Nauplii;9;10;10;40;0,152;18;10,19153156;10.1915315622063
Sko;2;1;4;31;8;6;FS;2;Copepods;Copepodite;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;6;FS;2;Cladocerans;Ceriodaphnia;2;10;10;40;0,429;4;30,62427896;30.6242789567074
Sko;2;1;4;31;8;6;FS;2;Cyclopoid copepods;Thermocyclops;1;10;10;40;0,609;2;42,75488451;42.7548845143132
Sko;2;1;4;31;8;6;FS;2;Cladocerans;Daphnia;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;6;FS;2;Cyclopoid copepods;Mesocyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;6;FS;2;Cyclopoid copepods;Diacyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;6;FS;2;Calanoid copepods;Eudiaptomus;1;10;10;40;0,543;2;38,47522459;38.4752245934939
Sko;2;1;4;31;8;6;FS;2;Cladocerans;Chydorus;;10;10;40;;;;0
Sko;2;1;4;31;8;6;FS;2;Cladocerans;Diaphanosoma;;10;10;40;;;;0
Sko;2;1;4;31;8;6;FS;2;Cladocerans;Small cladoceran;;10;10;40;;;;0
Sko;2;1;4;31;8;6;FS;2;Cladocerans;Bosmina;2;10;10;40;0,267;4;21,28489581;21.2848958051067
Sko;2;1;4;31;8;6;FS;2;Cyclopoid copepods;Cyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;6;FS;2;Cyclopoid copepods;Cyclopoid sp;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;6;FS;2;Cyclopoid copepods;Microcyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;6;FS;2;Cladocerans;Polyphemus;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;6;FS;2;Calanoid copepods;Eurytemora;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;6;FS;2;Rotifers;Polyarthra;3;10;10;40;0,056;300;0,14751744;0.14751744
Sko;2;1;4;31;8;6;FS;2;Rotifers;Kellicottia;5;10;10;40;0,111;500;0,20514465;0.20514465
Sko;2;1;4;31;8;6;FS;2;Rotifers;Keratella;9;10;10;40;0,082;900;1,09170864;1.09170864
Sko;2;1;4;31;8;6;FS;2;Rotifers;Synchaeta;;10;10;40;;;;0
Sko;2;1;4;31;8;6;FS;2;Rotifers;Monostyla;;10;10;40;;;;0
Sko;2;1;4;31;8;6;FS;2;Rotifers;Trichocerca;;10;10;40;;;;0
Sko;2;1;4;31;8;7;C;2;Copepods;Nauplii;7;10;10;40;0,152;14;7,926746771;7.92674677060487
Sko;2;1;4;31;8;7;C;2;Copepods;Copepodite;2;10;10;40;0,373;4;31,321049;31.3210490010076
Sko;2;1;4;31;8;7;C;2;Cladocerans;Ceriodaphnia;;10;10;40;;;;0
Sko;2;1;4;31;8;7;C;2;Cyclopoid copepods;Thermocyclops;8;10;10;40;0,613;16;347,4556364;347.455636436345
Sko;2;1;4;31;8;7;C;2;Cladocerans;Daphnia;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;7;C;2;Cyclopoid copepods;Mesocyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;7;C;2;Cyclopoid copepods;Diacyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;7;C;2;Calanoid copepods;Eudiaptomus;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;7;C;2;Cladocerans;Chydorus;;10;10;40;;;;0
Sko;2;1;4;31;8;7;C;2;Cladocerans;Diaphanosoma;;10;10;40;;;;0
Sko;2;1;4;31;8;7;C;2;Cladocerans;Small cladoceran;;10;10;40;;;;0
Sko;2;1;4;31;8;7;C;2;Cladocerans;Bosmina;4;10;10;40;0,399;8;117,6222436;117.622243569806
Sko;2;1;4;31;8;7;C;2;Cyclopoid copepods;Cyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;7;C;2;Cyclopoid copepods;Cyclopoid sp;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;7;C;2;Cyclopoid copepods;Microcyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;7;C;2;Cladocerans;Polyphemus;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;7;C;2;Calanoid copepods;Eurytemora;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;7;C;2;Rotifers;Polyarthra;10;10;10;40;0,056;1000;0,4917248;0.4917248
Sko;2;1;4;31;8;7;C;2;Rotifers;Kellicottia;1;10;10;40;0,111;100;0,04102893;0.04102893
Sko;2;1;4;31;8;7;C;2;Rotifers;Keratella;4;10;10;40;0,082;400;0,48520384;0.48520384
Sko;2;1;4;31;8;7;C;2;Rotifers;Synchaeta;;10;10;40;;;;0
Sko;2;1;4;31;8;7;C;2;Rotifers;Monostyla;;10;10;40;;;;0
Sko;2;1;4;31;8;7;C;2;Rotifers;Trichocerca;;10;10;40;;;;0
Sko;2;1;4;31;8;8;F;2;Copepods;Nauplii;4;10;10;40;0,152;8;4,529569583;4.52956958320278
Sko;2;1;4;31;8;8;F;2;Copepods;Copepodite;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;8;F;2;Cladocerans;Ceriodaphnia;4;10;10;40;0,447;8;70,26121233;70.2612123347412
Sko;2;1;4;31;8;8;F;2;Cyclopoid copepods;Thermocyclops;1;10;10;40;0,496;2;26,1252382;26.125238204962
Sko;2;1;4;31;8;8;F;2;Cladocerans;Daphnia;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;8;F;2;Cyclopoid copepods;Mesocyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;8;F;2;Cyclopoid copepods;Diacyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;8;F;2;Calanoid copepods;Eudiaptomus;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;8;F;2;Cladocerans;Chydorus;;10;10;40;;;;0
Sko;2;1;4;31;8;8;F;2;Cladocerans;Diaphanosoma;;10;10;40;;;;0
Sko;2;1;4;31;8;8;F;2;Cladocerans;Small cladoceran;;10;10;40;;;;0
Sko;2;1;4;31;8;8;F;2;Cladocerans;Bosmina;4;10;10;40;0,248;8;35,31756763;35.3175676275253
Sko;2;1;4;31;8;8;F;2;Cyclopoid copepods;Cyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;8;F;2;Cyclopoid copepods;Cyclopoid sp;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;8;F;2;Cyclopoid copepods;Microcyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;8;F;2;Cladocerans;Polyphemus;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;8;F;2;Calanoid copepods;Eurytemora;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;8;F;2;Rotifers;Polyarthra;2;10;10;40;0,056;200;0,09834496;0.09834496
Sko;2;1;4;31;8;8;F;2;Rotifers;Kellicottia;6;10;10;40;0,111;600;0,24617358;0.24617358
Sko;2;1;4;31;8;8;F;2;Rotifers;Keratella;3;10;10;40;0,082;300;0,36390288;0.36390288
Sko;2;1;4;31;8;8;F;2;Rotifers;Synchaeta;;10;10;40;;;;0
Sko;2;1;4;31;8;8;F;2;Rotifers;Monostyla;;10;10;40;;;;0
Sko;2;1;4;31;8;8;F;2;Rotifers;Trichocerca;;10;10;40;;;;0
Sko;2;1;4;31;8;9;FS;3;Copepods;Nauplii;3;10;10;40;0,152;6;3,397177187;3.39717718740209
Sko;2;1;4;31;8;9;FS;3;Copepods;Copepodite;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;9;FS;3;Cladocerans;Ceriodaphnia;;10;10;40;;;;0
Sko;2;1;4;31;8;9;FS;3;Cyclopoid copepods;Thermocyclops;1;10;10;40;0,707;2;61,16610536;61.1661053624452
Sko;2;1;4;31;8;9;FS;3;Cladocerans;Daphnia;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;9;FS;3;Cyclopoid copepods;Mesocyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;9;FS;3;Cyclopoid copepods;Diacyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;9;FS;3;Calanoid copepods;Eudiaptomus;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;9;FS;3;Cladocerans;Chydorus;;10;10;40;;;;0
Sko;2;1;4;31;8;9;FS;3;Cladocerans;Diaphanosoma;;10;10;40;;;;0
Sko;2;1;4;31;8;9;FS;3;Cladocerans;Small cladoceran;;10;10;40;;;;0
Sko;2;1;4;31;8;9;FS;3;Cladocerans;Bosmina;3;10;10;40;0,261;6;30,14322948;30.1432294848888
Sko;2;1;4;31;8;9;FS;3;Cyclopoid copepods;Cyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;9;FS;3;Cyclopoid copepods;Cyclopoid sp;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;9;FS;3;Cyclopoid copepods;Microcyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;9;FS;3;Cladocerans;Polyphemus;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;9;FS;3;Calanoid copepods;Eurytemora;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;9;FS;3;Rotifers;Polyarthra;11;10;10;40;0,056;1100;0,54089728;0.54089728
Sko;2;1;4;31;8;9;FS;3;Rotifers;Kellicottia;8;10;10;40;0,111;800;0,32823144;0.32823144
Sko;2;1;4;31;8;9;FS;3;Rotifers;Keratella;10;10;10;40;0,082;1000;1,2130096;1.2130096
Sko;2;1;4;31;8;9;FS;3;Rotifers;Synchaeta;;10;10;40;;;;0
Sko;2;1;4;31;8;9;FS;3;Rotifers;Monostyla;;10;10;40;;;;0
Sko;2;1;4;31;8;9;FS;3;Rotifers;Trichocerca;;10;10;40;;;;0
Sko;2;1;4;31;8;10;C;3;Copepods;Nauplii;8;10;10;40;0,152;16;9,059139166;9.05913916640556
Sko;2;1;4;31;8;10;C;3;Copepods;Copepodite;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;10;C;3;Cladocerans;Ceriodaphnia;1;10;10;40;0,205;2;1,299829582;1.29982958168101
Sko;2;1;4;31;8;10;C;3;Cyclopoid copepods;Thermocyclops;10;10;10;40;0,8;20;822,8491108;822.849110789719
Sko;2;1;4;31;8;10;C;3;Cladocerans;Daphnia;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;10;C;3;Cyclopoid copepods;Mesocyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;10;C;3;Cyclopoid copepods;Diacyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;10;C;3;Calanoid copepods;Eudiaptomus;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;10;C;3;Cladocerans;Chydorus;;10;10;40;;;;0
Sko;2;1;4;31;8;10;C;3;Cladocerans;Diaphanosoma;;10;10;40;;;;0
Sko;2;1;4;31;8;10;C;3;Cladocerans;Small cladoceran;;10;10;40;;;;0
Sko;2;1;4;31;8;10;C;3;Cladocerans;Bosmina;9;10;10;40;0,306;18;135,2339583;135.233958310304
Sko;2;1;4;31;8;10;C;3;Cyclopoid copepods;Cyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;10;C;3;Cyclopoid copepods;Cyclopoid sp;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;10;C;3;Cyclopoid copepods;Microcyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;10;C;3;Cladocerans;Polyphemus;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;10;C;3;Calanoid copepods;Eurytemora;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;10;C;3;Rotifers;Polyarthra;7;10;10;40;0,056;700;0,34420736;0.34420736
Sko;2;1;4;31;8;10;C;3;Rotifers;Kellicottia;4;10;10;40;0,111;400;0,16411572;0.16411572
Sko;2;1;4;31;8;10;C;3;Rotifers;Keratella;9;10;10;40;0,082;900;1,09170864;1.09170864
Sko;2;1;4;31;8;10;C;3;Rotifers;Synchaeta;;10;10;40;;;;0
Sko;2;1;4;31;8;10;C;3;Rotifers;Monostyla;;10;10;40;;;;0
Sko;2;1;4;31;8;10;C;3;Rotifers;Trichocerca;;10;10;40;;;;0
Sko;2;1;4;31;8;11;F;3;Copepods;Nauplii;8;10;10;40;0,152;16;9,059139166;9.05913916640556
Sko;2;1;4;31;8;11;F;3;Copepods;Copepodite;3;10;10;40;0,373;6;46,9815735;46.9815735015114
Sko;2;1;4;31;8;11;F;3;Cladocerans;Ceriodaphnia;;10;10;40;;;;0
Sko;2;1;4;31;8;11;F;3;Cyclopoid copepods;Thermocyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;11;F;3;Cladocerans;Daphnia;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;11;F;3;Cyclopoid copepods;Mesocyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;11;F;3;Cyclopoid copepods;Diacyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;11;F;3;Calanoid copepods;Eudiaptomus;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;11;F;3;Cladocerans;Chydorus;;10;10;40;;;;0
Sko;2;1;4;31;8;11;F;3;Cladocerans;Diaphanosoma;;10;10;40;;;;0
Sko;2;1;4;31;8;11;F;3;Cladocerans;Small cladoceran;;10;10;40;;;;0
Sko;2;1;4;31;8;11;F;3;Cladocerans;Bosmina;3;10;10;40;0,289;6;39,00864262;39.008642623978
Sko;2;1;4;31;8;11;F;3;Cyclopoid copepods;Cyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;11;F;3;Cyclopoid copepods;Cyclopoid sp;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;11;F;3;Cyclopoid copepods;Microcyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;11;F;3;Cladocerans;Polyphemus;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;11;F;3;Calanoid copepods;Eurytemora;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;11;F;3;Rotifers;Polyarthra;8;10;10;40;0,056;800;0,39337984;0.39337984
Sko;2;1;4;31;8;11;F;3;Rotifers;Kellicottia;6;10;10;40;0,111;600;0,24617358;0.24617358
Sko;2;1;4;31;8;11;F;3;Rotifers;Keratella;2;10;10;40;0,082;200;0,24260192;0.24260192
Sko;2;1;4;31;8;11;F;3;Rotifers;Synchaeta;;10;10;40;;;;0
Sko;2;1;4;31;8;11;F;3;Rotifers;Monostyla;;10;10;40;;;;0
Sko;2;1;4;31;8;11;F;3;Rotifers;Trichocerca;;10;10;40;;;;0
Sko;2;1;4;31;8;12;S;3;Copepods;Nauplii;10;10;10;40;0,152;20;11,32392396;11.323923958007
Sko;2;1;4;31;8;12;S;3;Copepods;Copepodite;3;10;10;40;0,373;6;46,9815735;46.9815735015114
Sko;2;1;4;31;8;12;S;3;Cladocerans;Ceriodaphnia;7;10;10;40;0,404;14;87,70822459;87.7082245938754
Sko;2;1;4;31;8;12;S;3;Cyclopoid copepods;Thermocyclops;13;10;10;40;0,689;26;747,4354985;747.435498486254
Sko;2;1;4;31;8;12;S;3;Cladocerans;Daphnia;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;12;S;3;Cyclopoid copepods;Mesocyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;12;S;3;Cyclopoid copepods;Diacyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;12;S;3;Calanoid copepods;Eudiaptomus;2;10;10;40;0,474;4;58,31863145;58.3186314525728
Sko;2;1;4;31;8;12;S;3;Cladocerans;Chydorus;;10;10;40;;;;0
Sko;2;1;4;31;8;12;S;3;Cladocerans;Diaphanosoma;;10;10;40;;;;0
Sko;2;1;4;31;8;12;S;3;Cladocerans;Small cladoceran;1;10;10;40;0,278;2;17,74567991;17.7456799133897
Sko;2;1;4;31;8;12;S;3;Cladocerans;Bosmina;3;10;10;40;0,37;6;72,88525176;72.8852517551475
Sko;2;1;4;31;8;12;S;3;Cyclopoid copepods;Cyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;12;S;3;Cyclopoid copepods;Cyclopoid sp;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;12;S;3;Cyclopoid copepods;Microcyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;12;S;3;Cladocerans;Polyphemus;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;12;S;3;Calanoid copepods;Eurytemora;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;12;S;3;Rotifers;Polyarthra;6;10;10;40;0,056;600;0,29503488;0.29503488
Sko;2;1;4;31;8;12;S;3;Rotifers;Kellicottia;2;10;10;40;0,111;200;0,08205786;0.08205786
Sko;2;1;4;31;8;12;S;3;Rotifers;Keratella;1;10;10;40;0,082;100;0,12130096;0.12130096
Sko;2;1;4;31;8;12;S;3;Rotifers;Synchaeta;;10;10;40;;;;0
Sko;2;1;4;31;8;12;S;3;Rotifers;Monostyla;;10;10;40;;;;0
Sko;2;1;4;31;8;12;S;3;Rotifers;Trichocerca;;10;10;40;;;;0
Sko;2;1;4;31;8;13;F;4;Copepods;Nauplii;8;10;10;40;0,152;16;9,059139166;9.05913916640556
Sko;2;1;4;31;8;13;F;4;Copepods;Copepodite;3;10;10;40;0,373;6;46,9815735;46.9815735015114
Sko;2;1;4;31;8;13;F;4;Cladocerans;Ceriodaphnia;;10;10;40;;;;0
Sko;2;1;4;31;8;13;F;4;Cyclopoid copepods;Thermocyclops;1;10;10;40;0,484;2;24,63389599;24.6338959855561
Sko;2;1;4;31;8;13;F;4;Cladocerans;Daphnia;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;13;F;4;Cyclopoid copepods;Mesocyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;13;F;4;Cyclopoid copepods;Diacyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;13;F;4;Calanoid copepods;Eudiaptomus;1;10;10;40;0,691;2;62,91073047;62.9107304732968
Sko;2;1;4;31;8;13;F;4;Cladocerans;Chydorus;;10;10;40;;;;0
Sko;2;1;4;31;8;13;F;4;Cladocerans;Diaphanosoma;;10;10;40;;;;0
Sko;2;1;4;31;8;13;F;4;Cladocerans;Small cladoceran;1;10;10;40;0,251;2;12,23437908;12.2343790754172
Sko;2;1;4;31;8;13;F;4;Cladocerans;Bosmina;4;10;10;40;0,301;8;57,65025954;57.6502595379246
Sko;2;1;4;31;8;13;F;4;Cyclopoid copepods;Cyclops;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;13;F;4;Cyclopoid copepods;Cyclopoid sp;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;13;F;4;Cyclopoid copepods;Microcyclops;1;10;10;40;0,485;2;24,75622425;24.7562242500161
Sko;2;1;4;31;8;13;F;4;Cladocerans;Polyphemus;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;13;F;4;Calanoid copepods;Eurytemora;;10;10;40;;;#NUM!;0
Sko;2;1;4;31;8;13;F;4;Rotifers;Polyarthra;4;10;10;40;0,056;400;0,19668992;0.19668992
